stamp,message_name,message_id,message_type,sequence_number,time_status,gps_week_number,gps_week_milliseconds,receiver_status,idle_time,sol_status,vel_type,latency,diff_age,hor_speed,trk_gnd,ver_speed
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=181934266)",BESTVEL,1430,0,0,180,2373,322421150,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.149999976158142,0.29678363921359563,224.58572260398148,0.021680600534873293
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=233873704)",BESTVEL,1430,0,0,180,2373,322421200,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.2000000476837158,0.36275886481430425,221.86260474181913,-0.06044822856321244
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=281709102)",BESTVEL,1430,0,0,180,2373,322421250,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.25,0.3850441388983727,226.86469940470977,0.0417550209695728
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=332267628)",BESTVEL,1430,0,0,180,2373,322421300,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.2999999523162842,0.5286551357624392,224.7543029958469,-0.011515411138706938
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=381556926)",BESTVEL,1430,0,0,180,2373,322421350,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.3499999940395355,0.6228131584680785,223.20407106898782,0.001298798135406093
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=431933683)",BESTVEL,1430,0,0,180,2373,322421400,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.4000000059604645,0.6889701363898235,224.87427799741855,-0.0375082541872476
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=481518691)",BESTVEL,1430,0,0,180,2373,322421450,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.44999998807907104,0.7800414820702478,224.10305423288617,0.04448845864627243
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=537135306)",BESTVEL,1430,0,0,180,2373,322421500,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.5,0.8517316186753524,225.4898819737025,-0.03032110807997951
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=580994527)",BESTVEL,1430,0,0,180,2373,322421550,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.550000011920929,0.9848954970696318,224.56856105470195,0.048999122037912346
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=634001202)",BESTVEL,1430,0,0,180,2373,322421600,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.6000000238418579,1.0844529602795911,225.62124738961145,-0.10445679499725657
